Internal Name,Localized Name,Item Type,Description,Source Mod
"BMR_LightningEssence","Lightning Essence","Item","$bmr_essence_lightning_description","MagicRevamp"
"BMR_PoisonEssence","Toxic Essence","Item","$bmr_essence_poison_description","MagicRevamp"
"BMR_FireScroll1","Fire Spell I","Item","$bmr_scroll_fire1_description","MagicRevamp"
"BMR_FireScroll2","Fire Spell II","Item","$bmr_scroll_fire2_description","MagicRevamp"
"BMR_FireScroll3","Fire Spell III","Item","$bmr_scroll_fire3_description","MagicRevamp"
"BMR_FireScroll4","Fire Spell IV","Item","$bmr_scroll_fire4_description","MagicRevamp"
"BMR_FireScroll5","Fire Spell V","Item","$bmr_scroll_fire5_description","MagicRevamp"
"BMR_FireScroll6","Fire Spell VI","Item","$bmr_scroll_fire6_description","MagicRevamp"
"BMR_HealScroll1","Healing Spell I","Item","$bmr_scroll_heal1_description","MagicRevamp"
"BMR_HealScroll2","Healing Spell II","Item","$bmr_scroll_heal2_description","MagicRevamp"
"BMR_HealScroll3","Healing Spell III","Item","$bmr_scroll_heal3_description","MagicRevamp"
"BMR_HealScroll4","Healing Spell IV","Item","$bmr_scroll_heal4_description","MagicRevamp"
"BMR_HealScroll5","Healing Spell V","Item","$bmr_scroll_heal5_description","MagicRevamp"
"BMR_HealScroll6","Healing Spell VI","Item","$bmr_scroll_heal6_description","MagicRevamp"
"BMR_IceScroll1","Ice Spell I","Item","$bmr_scroll_ice1_description","MagicRevamp"
"BMR_IceScroll2","Ice Spell II","Item","$bmr_scroll_ice2_description","MagicRevamp"
"BMR_IceScroll3","Ice Spell III","Item","$bmr_scroll_ice3_description","MagicRevamp"
"BMR_IceScroll4","Ice Spell IV","Item","$bmr_scroll_ice4_description","MagicRevamp"
"BMR_IceScroll5","Ice Spell V","Item","$bmr_scroll_ice5_description","MagicRevamp"
"BMR_IceScroll6","Ice Spell VI","Item","$bmr_scroll_ice6_description","MagicRevamp"
"BMR_LightningScroll1","Lightning Spell I","Item","$bmr_scroll_lightning1_description","MagicRevamp"
"BMR_LightningScroll2","Lightning Spell II","Item","$bmr_scroll_lightning2_description","MagicRevamp"
"BMR_LightningScroll3","Lightning Spell III","Item","$bmr_scroll_lightning3_description","MagicRevamp"
"BMR_LightningScroll4","Lightning Spell IV","Item","$bmr_scroll_lightning4_description","MagicRevamp"
"BMR_LightningScroll5","Lightning Spell V","Item","$bmr_scroll_lightning5_description","MagicRevamp"
"BMR_LightningScroll6","Lightning Spell VI","Item","$bmr_scroll_lightning6_description","MagicRevamp"
"BMR_PoisonScroll1","Poison Spell I","Item","$bmr_scroll_poison1_description","MagicRevamp"
"BMR_PoisonScroll2","Poison Spell II","Item","$bmr_scroll_poison2_description","MagicRevamp"
"BMR_PoisonScroll3","Poison Spell III","Item","$bmr_scroll_poison3_description","MagicRevamp"
"BMR_PoisonScroll4","Poison Spell IV","Item","$bmr_scroll_poison4_description","MagicRevamp"
"BMR_PoisonScroll5","Poison Spell V","Item","$bmr_scroll_poison5_description","MagicRevamp"
"BMR_PoisonScroll6","Poison Spell VI","Item","$bmr_scroll_poison6_description","MagicRevamp"
"BMR_BoarScroll","Summon Spell (Boar)","Item","$bmr_scroll_boar_description","MagicRevamp"
"BMR_NeckScroll","Summon Spell (Neck)","Item","$bmr_scroll_neck_description","MagicRevamp"
"BMR_GreydwarfScroll","Summon Spell (Greydwarf)","Item","$bmr_scroll_greydwarf_description","MagicRevamp"
"BMR_GreydwarfEliteScroll","Summon Spell (Greydwarf Brute)","Item","$bmr_scroll_greydwarfelite_description","MagicRevamp"
"BMR_SkeletonScroll","Summon Spell (Skeleton)","Item","$bmr_scroll_skeleton_description","MagicRevamp"
"BMR_TrollScroll","Summon Spell (Troll)","Item","$bmr_scroll_troll_description","MagicRevamp"
"BMR_DraugrScroll","Summon Spell (Draugr)","Item","$bmr_scroll_draugr_description","MagicRevamp"
"BMR_DraugrRangeScroll","Summon Spell (Draugr Ranged)","Item","$bmr_scroll_draugrrange_description","MagicRevamp"
"BMR_AbominationScroll","Summon Spell (Abomination)","Item","$bmr_scroll_abomination_description","MagicRevamp"
"BMR_WolfScroll","Summon Spell (Wolf)","Item","$bmr_scroll_wolf_description","MagicRevamp"
"BMR_HatchlingScroll","Summon Spell (Hatchling)","Item","$bmr_scroll_hatchling_description","MagicRevamp"
"BMR_UlvScroll","Summon Spell (Ulv)","Item","$bmr_scroll_ulv_description","MagicRevamp"
"BMR_StoneGolem","Summon Spell (Stone Golem)","Item","$bmr_scroll_stonegolem_description","MagicRevamp"
"BMR_FenringCultistScroll","Summon Spell (Cultist)","Item","$bmr_scroll_fenringcultist_description","MagicRevamp"
"BMR_BatScroll","Summon Spell (Bat)","Item","$bmr_scroll_bat_description","MagicRevamp"
"BMR_LoxScroll","Summon Spell (Lox)","Item","$bmr_scroll_lox_description","MagicRevamp"
"BMR_GoblinScroll","Summon Spell (Goblin)","Item","$bmr_scroll_goblin_description","MagicRevamp"
"BMR_GoblinArcherScroll","Summon Spell (Goblin Archer)","Item","$bmr_scroll_goblinarcher_description","MagicRevamp"
"BMR_GoblinBruteScroll","Summon Spell (Goblin Brute)","Item","$bmr_scroll_goblinbrute_description","MagicRevamp"
"BMR_DeathsquitoScroll","Summon Spell (Deathsquito)","Item","$bmr_scroll_deathsquito_description","MagicRevamp"
"BMR_SeekerScroll","Summon Spell (Seeker)","Item","$bmr_scroll_seeker_description","MagicRevamp"
"BMR_SeekerBruteScroll","Summon Spell (Seeker Brute)","Item","$bmr_scroll_seekerbrute_description","MagicRevamp"
"BMR_AsksvinScroll","Summon Spell (Asksvin)","Item","$bmr_scroll_asksvin_description","MagicRevamp"
"BMR_CharredMeleeScroll","Summon Spell (Charred Melee)","Item","$bmr_scroll_charredmelee_description","MagicRevamp"
"BMR_BlobLavaScroll","Summon Spell (BlobLava)","Item","$bmr_scroll_bloblava_description","MagicRevamp"
"BMR_BlobScroll","Summon Spell (Blob)","Item","$bmr_scroll_blob_description","MagicRevamp"
"BMR_BlobTarScroll","Summon Spell (BlobTar","Item","$bmr_scroll_blobtar_description","MagicRevamp"
"BMR_FallenValkyrieScroll","Summon Spell (FallenValkyrie)","Item","$bmr_scroll_fallenvalkyrie_description","MagicRevamp"
"BMR_SurtlingScroll","Summon Spell (Surtling)","Item","$bmr_scroll_surtling_description","MagicRevamp"
"BMR_WraithScroll","Summon Spell (Wraith)","Item","$bmr_scroll_wraith_description","MagicRevamp"
"BMR_MeteorScroll","Meteor Blast Spell","Item","$bmr_scroll_meteor_description","MagicRevamp"
"BMR_FrostSpikeScroll","Frozen Spike Spell","Item","$bmr_scroll_frostspike_description","MagicRevamp"
"BMR_LightningStormScroll","Lightning Storm Spell","Item","$bmr_scroll_lightningstorm_description","MagicRevamp"
"BMR_PoisonMistScroll","Poison Mist Spell","Item","$bmr_scroll_poisonmist_description","MagicRevamp"
"BMR_FireWispScroll","Fire Wisp","Item","$bmr_scroll_firewisp_description","MagicRevamp"
"BMR_PortalScroll","Portal Spell","Item","$bmr_scroll_portal_description","MagicRevamp"
"BMR_ClusterBombScroll","Cluster Bomb Spell","Item","$bmr_scroll_clusterbomb_description","MagicRevamp"
"BMR_FrostBombScroll","Frost Bomb Spell","Item","$bmr_scroll_frostbomb_description","MagicRevamp"
"BMR_ShieldScroll","Shield Spell","Item","$bmr_scroll_shield_description","MagicRevamp"
"BMR_DemisterScroll","Demister Spell","Item","$bmr_scroll_demister_description","MagicRevamp"
"BMR_RepairScroll","Repair Spell","Item","$bmr_scroll_repair_description","MagicRevamp"
"BMR_SailingScroll","Wind Spell","Item","$bmr_scroll_sailing_description","MagicRevamp"
"BMR_MiningScroll1","Dig Spell I","Item","$bmr_scroll_mining1_description","MagicRevamp"
"BMR_MiningScroll2","Dig Spell II","Item","$bmr_scroll_mining2_description","MagicRevamp"
"BMR_MiningScroll3","Dig Spell III","Item","$bmr_scroll_mining3_description","MagicRevamp"
"BMR_MiningScroll4","Dig Spell IV","Item","$bmr_scroll_mining4_description","MagicRevamp"
"BMR_MiningScroll5","Dig Spell V","Item","$bmr_scroll_mining5_description","MagicRevamp"
"BMR_MiningScroll6","Dig Spell VI","Item","$bmr_scroll_mining6_description","MagicRevamp"
"BMR_WoodCuttingScroll1","WoodCutting Spell I","Item","$bmr_scroll_woodcutting1_description","MagicRevamp"
"BMR_WoodCuttingScroll2","WoodCutting Spell II","Item","$bmr_scroll_woodcutting2_description","MagicRevamp"
"BMR_WoodCuttingScroll3","WoodCutting Spell III","Item","$bmr_scroll_woodcutting3_description","MagicRevamp"
"BMR_WoodCuttingScroll4","WoodCutting Spell IV","Item","$bmr_scroll_woodcutting4_description","MagicRevamp"
"BMR_WoodCuttingScroll5","WoodCutting Spell V","Item","$bmr_scroll_woodcutting5_description","MagicRevamp"
"BMR_WoodCuttingScroll6","WoodCutting Spell VI","Item","$bmr_scroll_woodcutting6_description","MagicRevamp"
"BMR_ComfortScroll1","Comfort Spell I","Item","$bmr_scroll_comfort1_description","MagicRevamp"
"BMR_ComfortScroll2","Comfort Spell II","Item","$bmr_scroll_comfort2_description","MagicRevamp"
"BMR_ComfortScroll3","Comfort Spell III","Item","$bmr_scroll_comfort3_description","MagicRevamp"
"BMR_ComfortScroll4","Comfort Spell IV","Item","$bmr_scroll_comfort4_description","MagicRevamp"
"BMR_ComfortScroll5","Comfort Spell V","Item","$bmr_scroll_comfort5_description","MagicRevamp"
"BMR_ComfortScroll6","Comfort Spell VI","Item","$bmr_scroll_comfort6_description","MagicRevamp"
"BMR_CleanseScroll1","Cleanse Spell I","Item","$bmr_scroll_cleanse1_description","MagicRevamp"
"BMR_CleanseScroll2","Cleanse Spell II","Item","$bmr_scroll_cleanse2_description","MagicRevamp"
"BMR_CleanseScroll3","Cleanse Spell III","Item","$bmr_scroll_cleanse3_description","MagicRevamp"
"BMR_CleanseScroll4","Cleanse Spell IV","Item","$bmr_scroll_cleanse4_description","MagicRevamp"
"BMR_CleanseScroll5","Cleanse Spell V","Item","$bmr_scroll_cleanse5_description","MagicRevamp"
"BMR_CleanseScroll6","Cleanse Spell VI","Item","$bmr_scroll_cleanse6_description","MagicRevamp"
"BMR_TatteredCape","Rootweave Cape","Armor","$bmr_tattered_cape_description","MagicRevamp"
"BMR_TatteredChest","Rootweave Chest","Armor","$bmr_tattared_chest_description","MagicRevamp"
"BMR_TatteredHelm","Rootweave Helm","Armor","$bmr_tattered_helm_description","MagicRevamp"
"BMR_TatteredLegs","Rootweave Legs","Armor","$bmr_tattered_legs_description","MagicRevamp"
"BMR_SorcerersCape","Shadowleaf Vanguard Cape","Armor","$bmr_sorcerers_cape_description","MagicRevamp"
"BMR_SorcerersHat","Shadowleaf Vanguard Hat","Armor","$bmr_sorcerers_hat_description","MagicRevamp"
"BMR_SorcerersTrousers","Shadowleaf Vanguard Trousers","Armor","$bmr_sorcerers_trousers_description","MagicRevamp"
"BMR_SorcerersTunic","Shadowleaf Vanguard Tunic","Armor","$bmr_sorcerers_tunic_description","MagicRevamp"
"BMR_WarlocksCape","Arcane Weavers Mantle Cape","Armor","$bmr_warlocks_cape_description","MagicRevamp"
"BMR_WarlocksHood","Arcane Weavers Mantle Hood","Armor","$bmr_warlocks_hood_description","MagicRevamp"
"BMR_WarlocksPants","Arcane Weavers Mantle Pants","Armor","$bmr_warlocks_pants_description","MagicRevamp"
"BMR_WarlocksVest","Arcane Weavers Mantle Vest","Armor","$bmr_warlocks_vest_description","MagicRevamp"
"BMR_PolarWolfCape","Frostfang Vanguard Cape","Armor","$bmr_polarwolf_cape_description","MagicRevamp"
"BMR_PolarWolfChest","Frostfang Vanguard Chest","Armor","$bmr_polarwolf_chest_description","MagicRevamp"
"BMR_PolarWolfHood","Frostfang Vanguard Hood","Armor","$bmr_polarwolf_hood_description","MagicRevamp"
"BMR_PolarWolfLegs","Frostfang Vanguard Pants","Armor","$bmr_polarwolf_legs_description","MagicRevamp"
"BMR_SeekerCape","Scarab Emerald Cape","Armor","$bmr_seeker_cape_description","MagicRevamp"
"BMR_SeekerChest","Scarab Crimson Chest","Armor","$bmr_seeker_chest_description","MagicRevamp"
"BMR_SeekerHat","Scarab Emerald Hat","Armor","$bmr_seeker_hat_description","MagicRevamp"
"BMR_SeekerLegs","Scarab Crimson Pants","Armor","$bmr_seeker_legs_description","MagicRevamp"
"BMR_CrimsonCape","Inferno Emberweave Cape","Armor","$bmr_crimson_cape_description","MagicRevamp"
"BMR_CrimsonChest","Inferno Emberweave Chest","Armor","$bmr_crimson_chest_description","MagicRevamp"
"BMR_CrimsonHood","Inferno Emberweave Hood","Armor","$bmr_crimson_hood_description","MagicRevamp"
"BMR_CrimsonLegs","Inferno Emberweave  Pants","Armor","$bmr_crimson_legs_description","MagicRevamp"
"BMR_PaperLow","Paper - Low Quality","Item","$bmr_paper_low_description","MagicRevamp"
"BMR_PaperHigh","Paper - High Quality","Item","$bmr_paper_high_description","MagicRevamp"
"BMR_PaperAncient","Ancient Paper","Item","$bmr_paper_ancient_description","MagicRevamp"
"BMR_SpellBook","Spellbook","Item","$bmr_spellbook_description","MagicRevamp"
"Flask_of_Elements","Flask of Elements","Food","$pp_flask_elements_description","PotionsPlus"
"Flask_of_Fortification","Flask of Fortification","Food","$pp_flask_fort_description","PotionsPlus"
"Flask_of_the_Gods","Flask of the Gods","Food","$pp_flask_god_description","PotionsPlus"
"Flask_of_Magelight","Flask of Magelight","Food","$$pp_flask_magelight_description","PotionsPlus"
"Flask_of_Second_Wind","Flask of Second Wind","Food","$pp_flask_secondwind_description","PotionsPlus"
"Grand_Healing_Tide_Potion","Grand Healing Tide Potion","Food","$pp_elixir_healing_description","PotionsPlus"
"Grand_Spiritual_Healing_Potion","Grand Spiritual Healing Potion","Food","$pp_elixir_spiritual_description","PotionsPlus"
"Grand_Stamina_Elixir","Grand Stamina Elixir","Food","$pp_elixir_stam_description","PotionsPlus"
"Grand_Stealth_Elixir","Grand Stealth Elixir","Food","$pp_elixir_stealth_description","PotionsPlus"
"Medium_Healing_Tide_Flask","Medium Healing Tide Flask","Food","$pp_potion_healing_description","PotionsPlus"
"Medium_Spiritual_Healing_Flask","Medium Spiritual Healing Flask","Food","$pp_potion_spiritual_description","PotionsPlus"
"Medium_Stamina_Flask","Medium Stamina Flask","Food","$pp_potion_stam_description","PotionsPlus"
"Lesser_Healing_Tide_Vial","Lesser Healing Tide Vial","Food","$pp_vial_healing_description","PotionsPlus"
"Lesser_Spiritual_Healing_Vial","Lesser Spiritual Healing Vial","Food","$pp_vial_spiritual_description","PotionsPlus"
"Lesser_Stamina_Vial","Lesser Stamina Vial","Food","$pp_vial_stam_description","PotionsPlus"
"Odins_Weapon_Oil","Odins Weapon Oil","Food","$pp_odins_weapon_oil_description","PotionsPlus"
"Potion_Meadbase","Potion Base","Item","$pp_potion_mead_description","PotionsPlus"
"Odins_Alchemy_Wand","Odins Alchemy Wand","Weapon","$pp_odins_alchemy_wand_description","PotionsPlus"
"Odins_Wizard_Hat","Odins Wizard Hat","Armor","$pp_odins_wizard_hat_description","PotionsPlus"
"Odins_Warlock_Hat","Odins Warlock Hat","Armor","$pp_odins_warlock_hat_description","PotionsPlus"
"Odins_Dragon_Staff","Odins Dragon Staff","Weapon","$pp_odins_dragon_staff_description","PotionsPlus"
"Lesser_Group_Healing","Brew of Faint Group Healing","Food","$pp_lesser_group_healing_description","PotionsPlus"
"Medium_Group_Healing","Brew of Group Healing","Food","$pp_medium_group_healing_description","PotionsPlus"
"Grand_Group_Healing","Brew of Grand Group Healing","Food","$pp_grand_group_healing_description","PotionsPlus"
"Brew_of_Cunning_Toxicity","Brew of Cunning Toxicity","Food","$pp_brew_of_toxicity_description","PotionsPlus"
"Brew_of_Fiery_Revenge","Brew of Fiery Revenge","Food","$pp_brew_of_fiery_revenge_description","PotionsPlus"
"Brew_of_Icy_Touch","Brew of the Icy Touch","Food","$pp_brew_of_icy_touch_description","PotionsPlus"
"Brew_of_Spiritual_Death","Brew of Spiritual Death","Food","$pp_brew_of_spiritual_death_description","PotionsPlus"
"Brew_of_Thunderous_Words","Brew of Thunderous Words","Food","$pp_brew_of_thunderous_words_description","PotionsPlus"
"Hellbroth_of_Flames","Hellbroth of Flames","Weapon","$pp_hellbroth_of_flames_description","PotionsPlus"
"Hellbroth_of_Flames_Charge","Hellbroth of Flames Charge","Item","$pp_hellbroth_of_flames_charge_description","PotionsPlus"
"Hellbroth_of_Frost","Hellbroth of Frost","Weapon","$pp_hellbroth_of_frost_description","PotionsPlus"
"Hellbroth_of_Frost_Charge","Hellbroth of Frost Charge","Item","$pp_hellbroth_of_frost_charge_description","PotionsPlus"
"Hellbroth_of_Thors_Fury","Hellbroth of Thors Fury","Weapon","$pp_hellbroth_of_thors_fury_description","PotionsPlus"
"Hellbroth_of_Thors_Fury_Charge","Hellbroth of Thors Fury Charge","Item","$pp_hellbroth_of_thors_fury_charge_description","PotionsPlus"
"Hellbroth_of_Eternal_Life","Hellbroth of Eternal Life","Weapon","$pp_hellbroth_of_eternal_life_description","PotionsPlus"
"Hellbroth_of_Eternal_Life_Charge","Hellbroth of Eternal Life Charge","Item","$pp_hellbroth_of_life_charge_description","PotionsPlus"
"PhilosopherStoneBlue","Sapphire Philosopher's Stone","Item","$pp_philstone_blue_description","PotionsPlus"
"PhilosopherStoneGreen","Emerald Philosopher's Stone","Item","$pp_philstone_green_description","PotionsPlus"
"PhilosopherStoneRed","Ruby Philosopher's Stone","Item","$pp_philstone_red_description","PotionsPlus"
"PhilosopherStonePurple","Amethyst Philosopher's Stone","Item","$pp_philstone_purple_description","PotionsPlus"
"PhilosopherStoneBlack","Onyx Philosopher's Stone","Item","$pp_philstone_black_description ","PotionsPlus"
"FishBasket","Fish basket","Item","$item_fishbasket_description","OdinShipPlus"
"FishExtract","Fish extract","Food","$item_fish_extract_description","OdinShipPlus"
"ResinWood","Resin Wood","Item","$item_resinwood_description","OdinShipPlus"
"CaulkedWood","Caulked Wood","Item","$item_caukedwood_description","OdinShipPlus"
"ClothShip","Sail Canvas","Item","$item_clothship_description","OdinShipPlus"
